Date_Time,Climate Temperature (˚F),Climate Humidity (%Rh),Light Bench 1 Final State (%),Light Bench 2 Final State (%),Light Bench 3 Final State (%),Shade Roof Current Timed Position (%),PAD Vent Shutter Current Timed Position (%),Exhaust Fans VFD Current Timed Position (%),PPF (micromol/s),DLI (mol/m^2*d),CO2 Reading (ppm)
20-12-05 21:55:00,70.6,35.1,100,100,100,0,0,0,315.3474762,13.73733016,669.967741935484
20-12-05 22:00:00,70.4,34.8,100,100,100,0,0,0,315.2254839,13.81026129,642.354838709678
20-12-05 22:05:00,70.5,34.2,100,100,100,0,0,0,315.211,13.88328095,620.08064516129
20-12-05 22:10:00,70.9,33.7,100,100,100,0,0,0,315.2534516,13.95635806,597.387096774194
20-12-05 22:15:00,71.4,32.9,100,100,100,0,0,0,315.0349516,14.02921129,577.142857142857
20-12-05 22:20:00,72.3,32.6,100,100,100,0,0,0,315.3413016,14.10177302,591.048387096774
20-12-05 22:25:00,72.5,32.5,100,100,100,0,0,0,315.4524839,14.17523226,639.838709677419
20-12-05 22:30:00,72.5,32.3,100,100,100,0,0,0,315.5155161,14.2480871,702.451612903226
20-12-05 22:35:00,72.6,32.3,100,100,100,0,0,0,316.3553548,14.32150806,721.661290322581
20-12-05 22:40:00,72.6,32.4,100,100,100,0,0,0,316.0982581,14.39499677,712.507936507937
20-12-05 22:45:00,72.7,32.5,100,100,100,0,0,0,315.8240476,14.46817778,691.903225806452
20-12-05 22:50:00,72.7,32.9,100,100,100,0,0,0,315.642629,14.54225806,660.967741935484
20-12-05 22:55:00,72.5,33.3,100,100,100,0,0,0,315.7220968,14.61604839,640.206349206349
20-12-05 23:00:00,72.4,33.9,100,100,100,0,0,0,315.8952097,14.68846935,621.126984126984
20-12-05 23:05:00,72.4,34.2,100,100,100,0,0,0,315.8245714,14.76200952,600.258064516129
20-12-05 23:10:00,72.3,34.4,100,100,100,0,0,0,315.9575556,14.83480317,586.612903225806
20-12-05 23:15:00,72.2,34.8,100,100,100,0,0,0,316.1066774,14.90762903,609.857142857143
20-12-05 23:20:00,72.2,35.1,100,100,100,0,0,0,316.4979032,14.9815871,661.145161290323
20-12-05 23:25:00,72.1,35,100,100,100,0,0,0,316.6475161,15.05550323,706.380952380952
20-12-05 23:30:00,72.1,34.9,100,100,100,0,0,0,316.3787097,15.12940806,715.126984126984
20-12-05 23:35:00,72,34.8,100,100,100,0,0,0,316.3761935,15.20279355,700.206349206349
20-12-05 23:40:00,72,34.7,100,100,100,0,0,0,316.5885,15.27575,681.870967741935
20-12-05 23:45:00,71.9,34.7,100,100,100,0,0,0,316.3220952,15.34952063,657.290322580645
20-12-05 23:50:00,71.8,34.9,100,100,100,0,0,0,316.5741429,15.42367143,629.838709677419
20-12-05 23:55:00,71.7,35.1,100,100,100,0,0,0,316.3951613,15.49731935,611.063492063492
20-12-06 00:00:00,71.7,35.3,100,100,100,0,0,0,317.1428548,15.57099194,587.774193548387
20-12-06 00:05:00,71.7,35.6,100,100,100,0,0,0,317.249,15.64383226,587.634920634921
20-12-06 00:10:00,71.6,35.8,100,100,100,0,0,0,317.2412097,15.71759355,633.063492063492
20-12-06 00:15:00,71.6,36.1,100,100,100,0,0,0,316.9440645,15.7919,691.193548387097
20-12-06 00:20:00,71.7,35.9,100,100,100,0,0,0,316.6617903,15.86582581,710.096774193548
20-12-06 00:25:00,71.6,35.7,100,100,100,0,0,0,316.2487419,15.93942903,695.793650793651
20-12-06 00:30:00,71.7,35.5,100,100,100,0,0,0,316.3514194,16.01243226,677.290322580645
20-12-06 00:35:00,71.7,35.4,100,100,100,0,0,0,316.569873,16.08636508,657.177419354839
20-12-06 00:40:00,71.6,35.5,100,100,100,0,0,0,316.3552742,16.15983871,634.451612903226
20-12-06 00:45:00,71.5,35.6,100,100,100,0,0,0,316.4109677,16.23314194,614.370967741935
20-12-06 00:50:00,71.5,35.7,100,100,100,0,0,0,316.5405968,16.30675,588.870967741935
20-12-06 00:55:00,71.4,35.6,100,100,100,0,0,0,316.7770968,16.38009677,577
20-12-06 01:00:00,71.1,35.7,100,100,100,0,0,0,317.0036935,16.45321935,608.741935483871
20-12-06 01:05:00,71.1,35.7,100,100,100,0,0,0,316.7918387,16.52675484,668.5
20-12-06 01:10:00,71.1,35.4,100,100,100,0,0,0,316.7482419,16.60085,701
20-12-06 01:15:00,71.3,35.2,100,100,100,0,0,0,316.6552581,16.67430968,701.564516129032
20-12-06 01:20:00,71.6,34.5,100,100,100,0,0,0,316.392,16.74757903,680.225806451613
20-12-06 01:25:00,71.5,34.3,100,100,100,0,0,0,316.3585806,16.82079032,659.629032258065
20-12-06 01:30:00,71.4,34.4,100,100,100,0,0,0,316.1051429,16.89405079,637.096774193548
20-12-06 01:35:00,71.4,34.6,100,100,100,0,0,0,316.3125645,16.96732903,616.258064516129
20-12-06 01:40:00,71.7,34.8,100,100,100,0,0,0,316.8505806,17.04123226,595.274193548387
20-12-06 01:45:00,71.6,34.9,100,100,100,0,0,0,316.4600645,17.11453548,576
20-12-06 01:50:00,71.6,35,100,100,100,0,0,0,316.7532581,17.18697742,587.548387096774
20-12-06 01:55:00,71.4,35.1,100,100,100,0,0,0,316.4494677,17.25933387,647
20-12-06 02:00:00,71.6,35,100,100,100,0,0,0,315.9647742,17.3329,709.936507936508
20-12-06 02:05:00,71.5,34.8,100,100,100,0,0,0,315.9972097,17.40554839,728.365079365079
20-12-06 02:10:00,71.6,34.5,100,100,100,0,0,0,315.9237097,17.4793,716.467741935484
20-12-06 02:15:00,71.4,34.3,100,100,100,0,0,0,315.853371,17.55335484,690
20-12-06 02:20:00,71.7,34.1,100,100,100,0,0,0,316.1175484,17.62637581,664.709677419355
20-12-06 02:25:00,71.7,34.2,100,100,100,0,0,0,316.7170323,17.7003,644.354838709677
20-12-06 02:30:00,71.9,34.4,100,100,100,0,0,0,316.6103387,17.77401935,623.596774193548
20-12-06 02:35:00,71.8,34.5,100,100,100,0,0,0,316.9811613,17.8475,604.428571428571
20-12-06 02:40:00,71.8,34.9,100,100,100,0,0,0,316.840371,17.92102581,591.612903225806
20-12-06 02:45:00,71.9,35.1,100,100,100,0,0,0,316.1089355,17.99462903,590.516129032258
20-12-06 02:50:00,71.7,35.4,100,100,100,0,0,0,316.1668571,18.06825714,636.645161290323
20-12-06 02:55:00,71.9,35.5,100,100,100,0,0,0,316.2839839,18.14195,698.08064516129
20-12-06 03:00:00,72,35.4,100,100,100,0,0,0,316.2965161,18.21559355,718.370967741935
20-12-06 03:05:00,72,35.1,100,100,100,0,0,0,316.4582258,18.28955161,718.41935483871
20-12-06 03:10:00,72,35,100,100,100,0,0,0,316.9780323,18.36345484,700
20-12-06 03:15:00,71.8,34.9,100,100,100,0,0,0,316.8332381,18.43756349,669.887096774194
20-12-06 03:20:00,71.6,35.2,100,100,100,0,0,0,316.9205806,18.5113,644.129032258065
20-12-06 03:25:00,71.7,35.3,100,100,100,0,0,0,8.433202097,18.53887419,623.619047619048
20-12-06 03:30:00,71.4,35.6,100,100,100,0,0,0,8.428441613,18.54080323,604.714285714286
20-12-06 03:35:00,71.3,35.6,100,100,100,0,0,0,8.500655968,18.54283226,591
20-12-06 03:40:00,71.5,35.6,100,100,100,0,0,0,8.664942258,18.54476129,594
20-12-06 03:45:00,71.6,35.6,100,100,100,0,0,0,8.427643065,18.54679032,592
20-12-06 03:50:00,71.7,35.6,100,100,100,0,0,0,8.669703548,18.54881935,584.564516129032
20-12-06 03:55:00,71.7,35.5,100,100,100,0,0,0,8.649069194,18.55074839,575.064516129032
20-12-06 04:00:00,71.7,35.5,100,100,100,0,0,0,8.599259524,18.55277619,560.161290322581
20-12-06 04:05:00,71.7,35.4,100,100,100,0,0,0,8.515684286,18.55480635,546.967741935484
20-12-06 04:10:00,71.9,35.4,100,100,100,0,0,0,8.56177,18.55683016,539.145161290323
20-12-06 04:15:00,72,35.5,100,100,100,0,0,0,8.526850323,18.55885806,529.967741935484
20-12-06 04:20:00,71.9,35.7,100,100,100,0,0,0,8.666529032,18.5608871,520.507936507936
20-12-06 04:25:00,71.6,36,31,31,31,0,0,0,8.730019355,18.56281613,513.387096774194
20-12-06 04:30:00,70.3,36.6,0,0,0,0,0,0,8.692723226,18.56484516,504.741935483871
20-12-06 04:35:00,69.3,37.3,0,0,0,0,0,0,8.666529032,18.56687419,494.047619047619
20-12-06 04:40:00,69,38.4,0,0,0,0,0,0,8.62425381,18.56887302,485.451612903226
20-12-06 04:45:00,68.9,38.2,0,0,0,0,0,0,8.564148065,18.57088226,475.806451612903
20-12-06 04:50:00,69,36.8,0,0,0,0,0,0,8.622690476,18.57285238,468.193548387097
20-12-06 04:55:00,69.3,36,0,0,0,0,0,0,8.748437619,18.57488254,460.774193548387
20-12-06 05:00:00,69.5,35.2,0,0,0,0,0,0,8.61098,18.5769129,455.854838709677
20-12-06 05:05:00,69.7,34.6,0,0,0,0,0,0,8.541132097,18.57892742,449.387096774194
20-12-06 05:10:00,70.2,34.5,0,0,0,0,0,0,8.562560323,18.58093065,443.225806451613
20-12-06 05:15:00,70.6,34,0,0,0,0,0,0,8.663354516,18.58294194,441
20-12-06 05:20:00,71,33.8,0,0,0,0,0,0,8.599864194,18.58492258,436.677419354839
20-12-06 05:25:00,71.4,33.8,0,0,0,0,0,0,8.653831613,18.58695161,434.854838709677
20-12-06 05:30:00,71.6,33.1,0,0,0,0,0,0,8.475264677,18.58898065,430
20-12-06 05:35:00,71.6,33.2,0,0,0,0,0,0,8.732820952,18.59100476,429
20-12-06 05:40:00,71.4,32.9,0,0,0,0,0,0,8.51256,18.59299032,426.774193548387
20-12-06 05:45:00,71.3,32.3,0,0,0,0,0,0,8.719704194,18.59496129,423.564516129032
20-12-06 05:50:00,71.5,31.5,0,0,0,0,0,0,8.595103548,18.59699032,421.741935483871
20-12-06 05:55:00,71.6,31.6,0,0,0,0,0,0,8.753828226,18.59901935,422
20-12-06 06:00:00,71.7,31.8,0,0,0,0,0,0,8.998270323,18.60104839,420
20-12-06 06:05:00,71.6,31,0,0,0,0,0,0,8.970490484,18.60314677,419
20-12-06 06:10:00,71.5,30.8,0,0,0,0,0,0,8.78240129,18.60520645,416.532258064516
20-12-06 06:15:00,71.5,30.8,0,0,0,0,0,0,8.66018,18.60723333,416
20-12-06 06:20:00,71.6,31,0,0,0,0,0,0,8.737960645,18.60925806,415.822580645161
20-12-06 06:25:00,71.9,30.8,0,0,0,0,0,0,8.855412903,18.61138387,415
20-12-06 06:30:00,71.9,30.7,0,0,0,0,0,0,8.768908226,18.61341613,414
20-12-06 06:35:00,71.9,30.2,0,0,0,0,0,0,8.95541,18.61544516,413.370967741935
20-12-06 06:40:00,71.7,30.1,0,0,0,0,0,0,8.730022258,18.61750968,414
20-12-06 06:45:00,71.6,30.3,0,0,0,0,0,0,8.757007742,18.61952097,413
20-12-06 06:50:00,71.5,30.8,0,0,0,0,0,0,8.850650968,18.62153226,412
20-12-06 06:55:00,71.6,30.5,0,0,0,0,0,0,8.703834032,18.62364355,412
20-12-06 07:00:00,71.5,30.5,0,0,0,0,0,0,9.00462,18.62565484,411
20-12-06 07:05:00,71.5,30.5,0,0,0,0,0,0,8.86168619,18.62770952,411
20-12-06 07:10:00,71.5,30.4,0,0,0,0,0,0,9.096680968,18.62974194,411
20-12-06 07:15:00,71.5,30.4,0,0,0,0,0,0,9.381077302,18.63186984,410
20-12-06 07:20:00,71.6,30.3,0,0,0,0,0,0,9.591184762,18.63409206,410
20-12-06 07:25:00,71.7,30.5,0,0,0,0,0,0,195.7094839,0.010384832,410.161290322581
20-12-06 07:30:00,71.8,30.9,0,0,0,0,0,0,329.5040806,0.080998263,411
20-12-06 07:35:00,71.9,31.3,0,0,0,0,0,0,328.6656667,0.156736,417.145161290323
20-12-06 07:40:00,72.1,31.9,0,0,0,0,0,0,328.2708387,0.232204774,643.032258064516
20-12-06 07:45:00,71.9,32.2,0,0,0,0,0,0,327.5239355,0.307666742,1018.01612903226
20-12-06 07:50:00,71.9,32.7,0,0,0,0,0,0,328.1268065,0.383533452,1167.54838709677
20-12-06 07:55:00,71.8,33,0,0,0,0,0,0,330.2957143,0.460591857,1160.32258064516
20-12-06 08:00:00,71.8,33.2,0,0,0,0,0,0,332.4908226,0.537773113,1110.66129032258
20-12-06 08:05:00,71.8,33.4,0,0,0,0,0,0,333.0331935,0.615375581,1056.03225806452
20-12-06 08:10:00,71.8,33.6,0,0,0,0,0,0,338.7358548,0.693960468,991.936507936508
20-12-06 08:15:00,71.8,33.8,0,0,0,0,0,0,339.568,0.771549,973.145161290323
20-12-06 08:20:00,71.9,33.9,0,0,0,0,0,0,347.1241905,0.850899905,1030.70967741935
20-12-06 08:25:00,72,33.8,41,41,42,6.62,0,0,341.7203548,0.929621694,1032.70967741935
20-12-06 08:30:00,72.7,34,100,100,100,95.11,0,0,345.3657742,1.008951613,984.677419354839
20-12-06 08:35:00,74.2,33.6,100,100,100,100,0,0,346.886,1.089017581,936.322580645161
20-12-06 08:40:00,74.9,33.1,100,100,100,100,0,0,355.2547742,1.170760323,886.857142857143
20-12-06 08:45:00,74.8,33.5,100,100,100,100,0,0,349.9726452,1.254502097,846.444444444444
20-12-06 08:50:00,74.8,33.9,100,100,100,100,0,0,347.5822063,1.335418254,803.177419354839
20-12-06 08:55:00,74.8,34.5,100,100,100,100,0,0,355.0974839,1.41668,762.096774193548
20-12-06 09:00:00,74.5,34.9,100,100,100,100,0,0,353.9343387,1.498688871,723.428571428571
20-12-06 09:05:00,74.1,35.5,100,100,100,100,0,0,354.9757097,1.581107742,690.370967741935
20-12-06 09:10:00,73.7,36,100,100,100,100,0,0,358.1033651,1.66418381,657.806451612903
20-12-06 09:15:00,73.3,36.4,100,100,100,100,0,0,366.9083492,1.748006349,630.016129032258
20-12-06 09:20:00,73.1,36.8,100,100,100,100,0,0,368.8832903,1.834651613,607.967741935484
20-12-06 09:25:00,72.6,37.1,100,100,100,100,0,0,378.1704194,1.921641129,587.064516129032
20-12-06 09:30:00,72.2,37.2,100,100,100,100,0,0,385.1038571,2.009515714,567.467741935484
20-12-06 09:35:00,72.1,37.3,100,100,100,100,0,0,379.3796774,2.097526129,547.741935483871
20-12-06 09:40:00,71.8,37.4,100,100,100,100,0,0,376.8120484,2.185739516,530.193548387097
20-12-06 09:45:00,71.4,37.5,100,100,100,100,0,0,375.668871,2.273437419,514.483870967742
20-12-06 09:50:00,71.2,37.5,100,100,100,100,0,0,390.8557419,2.362107419,499.677419354839
20-12-06 09:55:00,71,37.7,100,100,100,100,0,0,377.7040323,2.450889355,485.412698412698
20-12-06 10:00:00,71,37.8,100,100,100,100,0,0,383.1848095,2.53892619,470
20-12-06 10:05:00,71.1,37.9,100,100,100,100,0,0,384.443,2.6273,462.935483870968
20-12-06 10:10:00,71.3,38.1,100,100,100,100,0,0,386.6717419,2.716624194,449.47619047619
20-12-06 10:15:00,71.4,38,100,100,100,100,0,0,383.1782381,2.805319365,440
20-12-06 10:20:00,71.4,38.1,100,100,100,100,0,0,377.275129,2.895463548,433.516129032258
20-12-06 10:25:00,71.6,38.1,100,100,100,100,0,0,388.1590323,2.984284516,427.709677419355
20-12-06 10:30:00,71.7,38.3,100,100,100,100,0,0,390.3110806,3.072584355,419.888888888889
20-12-06 10:35:00,71.7,38.4,100,100,100,100,0,0,408.4666667,3.165623333,415.08064516129
20-12-06 10:40:00,71.7,38.9,100,100,100,100,0,0,395.734871,3.259349355,409
20-12-06 10:45:00,71.5,39.2,100,100,100,100,0,0,402.3495323,3.352542742,404.444444444444
20-12-06 10:50:00,71.4,39.9,100,100,100,100,0,0,395.4073492,3.445483492,399
20-12-06 10:55:00,71.3,40.1,100,100,100,100,0,0,396.7570645,3.539294194,394.809523809524
20-12-06 11:00:00,71.5,40.4,100,100,100,100,0,0,395.1640323,3.631272903,393
20-12-06 11:05:00,71.6,40.6,100,100,100,100,0,0,395.7373871,3.722859677,388.193548387097
20-12-06 11:10:00,71.7,40.8,100,100,100,100,0,0,402.1649683,3.816092857,385
20-12-06 11:15:00,71.8,41.3,100,100,100,100,0,0,424.3961613,3.911160323,381.548387096774
20-12-06 11:20:00,71.9,41.3,100,100,100,100,0,0,424.9349048,4.01043619,378
20-12-06 11:25:00,71.9,41.6,100,100,100,100,0,0,428.9656129,4.112057097,375
20-12-06 11:30:00,71.8,42.3,100,100,100,100,0,0,423.407,4.209062857,373.887096774194
20-12-06 11:35:00,71.7,42.6,100,100,100,100,0,0,449.6754516,4.312462581,371.301587301587
20-12-06 11:40:00,71.8,43.1,100,100,100,100,0,0,441.8493016,4.416397302,369
20-12-06 11:45:00,71.7,43.5,100,100,100,100,0,0,404.1137903,4.513981129,367
20-12-06 11:50:00,71.7,43.8,100,100,100,100,0,0,392.0711613,4.606317097,365.15873015873
20-12-06 11:55:00,71.6,44.2,100,100,100,100,0,0,396.1771935,4.698302742,365
20-12-06 12:00:00,71.7,44.3,100,100,100,100,0,0,413.5142381,4.791410952,363
20-12-06 12:05:00,71.7,44.5,100,100,100,100,0,0,403.1481429,4.885285714,360
20-12-06 12:10:00,71.7,44.5,100,100,100,100,0,0,417.3095484,4.980489677,359
20-12-06 12:15:00,71.7,44.8,100,100,100,100,0,0,422.926371,5.076660645,359
20-12-06 12:20:00,71.8,45,100,100,100,100,0,0,422.5547903,5.174087419,359
20-12-06 12:25:00,71.9,45,100,100,100,100,0,0,417.1058065,5.271041613,357
20-12-06 12:30:00,72,45.1,100,100,100,100,0,0,411.9268387,5.368635645,356
20-12-06 12:35:00,71.9,45.5,100,100,100,100,0,0,410.8288095,5.46621619,354
20-12-06 12:40:00,72.2,45.7,100,100,100,100,0,0,406.898,5.560579032,356
20-12-06 12:45:00,72.2,45.8,100,100,100,100,0,0,396.6307903,5.653139839,353.857142857143
20-12-06 12:50:00,72,46.2,100,100,100,100,0,0,413.3649032,5.748766452,353
20-12-06 12:55:00,71.8,46.4,100,100,100,100,0,0,413.4196452,5.845555968,352.225806451613
20-12-06 13:00:00,71.7,46.4,100,100,100,100,0,0,418.458,5.942312857,352.596774193548
20-12-06 13:05:00,71.5,46.6,100,100,100,100,0,0,412.6235161,6.040638065,350.58064516129
20-12-06 13:10:00,71.4,46.8,100,100,100,100,0,0,424.2246349,6.137719206,351
20-12-06 13:15:00,71.5,47,100,100,100,100,0,0,393.9892097,6.234185484,351
20-12-06 13:20:00,71.5,46.6,100,100,100,100,0,0,419.8523226,6.329681935,350.857142857143
20-12-06 13:25:00,71.5,46.9,100,100,100,100,0,0,411.4669375,6.426840469,350
20-12-06 13:30:00,71.6,47.2,100,100,100,100,0,0,391.9887097,6.521448387,350
20-12-06 13:35:00,71.5,47.5,100,100,100,100,0,0,379.3387419,6.609907742,350
20-12-06 13:40:00,71.3,48,100,100,100,100,0,0,419.5839355,6.702729355,349
20-12-06 13:45:00,71.2,48.1,100,100,100,100,0,0,402.2870968,6.79906871,348
20-12-06 13:50:00,71.3,47.9,100,100,100,100,0,0,405.9632581,6.89269129,348
20-12-06 13:55:00,71.3,47.7,100,100,100,100,0,0,427.3663387,6.990069032,346.564516129032
20-12-06 14:00:00,71.5,47.5,100,100,100,100,0,0,391.2528387,7.084399355,346.629032258065
20-12-06 14:05:00,71.6,47.4,100,100,100,100,0,0,375.5463548,7.173353226,347
20-12-06 14:10:00,71.7,47,100,100,100,100,0,0,398.4719516,7.262198548,347
20-12-06 14:15:00,71.7,47.2,100,100,100,100,0,0,396.945746,7.353970317,346.822580645161
20-12-06 14:20:00,71.7,47.4,100,100,100,100,0,0,395.435,7.446266129,346.634920634921
20-12-06 14:25:00,71.7,47.6,100,100,100,100,0,0,396.0569032,7.536927742,346
20-12-06 14:30:00,71.8,47.4,100,100,100,100,0,0,427.1135645,7.631605161,348
20-12-06 14:35:00,71.5,47.4,100,100,100,100,0,0,393.1771905,7.727133016,348
20-12-06 14:40:00,71.3,47.8,100,100,100,100,0,0,382.2964127,7.816923968,347
20-12-06 14:45:00,71.3,47.7,100,100,100,100,0,0,373.9790484,7.904691935,346
20-12-06 14:50:00,71.4,47.7,100,100,100,100,0,0,371.095619,7.991229524,346
20-12-06 14:55:00,71.5,47.8,100,100,100,100,0,0,355.7993871,8.076033226,345
20-12-06 15:00:00,71.7,47.8,100,100,100,100,0,0,374.8755484,8.160013065,346
20-12-06 15:05:00,71.7,47.9,100,100,100,100,0,0,366.3844194,8.24653,347
20-12-06 15:10:00,71.7,47.9,100,100,100,100,0,0,354.5315556,8.329547778,346.809523809524
20-12-06 15:15:00,71.7,47.8,100,100,100,100,0,0,350.6599516,8.412446613,346.619047619048
20-12-06 15:20:00,71.7,47.7,100,100,100,100,0,0,341.9770645,8.493757419,346
20-12-06 15:25:00,71.7,47.7,100,100,100,100,0,0,344.435871,8.573563871,346.746031746032
20-12-06 15:30:00,71.7,47.8,100,100,100,100,0,0,340.1135484,8.653155484,347
20-12-06 15:35:00,71.8,47.6,100,100,100,100,0,0,339.156629,8.732092419,346
20-12-06 15:40:00,71.7,47.5,100,100,100,100,0,0,341.9463333,8.80967,386.790322580645
20-12-06 15:45:00,71.7,47.7,100,100,100,100,0,0,337.418871,8.888599032,455.645161290323
20-12-06 15:50:00,71.6,47.4,100,100,100,100,0,0,337.5175397,8.967074286,483.645161290323
20-12-06 15:55:00,71.5,48,100,100,100,100,0,0,335.7467258,9.045872742,487
20-12-06 16:00:00,71.3,48.3,100,100,100,100,0,0,330.927871,9.122484194,483.047619047619
20-12-06 16:05:00,71.2,48.5,100,100,100,100,0,0,333.4564286,9.199370159,472.451612903226
20-12-06 16:10:00,71.2,48.2,100,100,100,100,0,0,325.9747581,9.276230968,460.403225806452
20-12-06 16:15:00,71.3,47.8,100,100,100,100,0,0,327.6107097,9.351806774,453.238095238095
20-12-06 16:20:00,71.3,47.9,100,100,100,100,0,0,325.7771587,9.427383175,537.709677419355
20-12-06 16:25:00,71.2,47.3,100,100,100,100,0,0,322.6820645,9.502454677,563.095238095238
20-12-06 16:30:00,71,47.6,100,100,100,100,0,0,320.217,9.577599355,565.142857142857
20-12-06 16:35:00,70.9,47.4,100,100,100,100,0,0,318.3163968,9.652072857,549.645161290323
20-12-06 16:40:00,71.1,46.7,100,100,100,100,0,0,320.6196452,9.727003548,525
20-12-06 16:45:00,71.2,46.3,100,100,100,100,0,0,318.9316129,9.801064839,506.365079365079
20-12-06 16:50:00,71.4,45.9,100,100,100,100,0,0,318.0815968,9.874645161,526.032258064516
20-12-06 16:55:00,71.6,44.7,100,100,100,100,0,0,317.4930968,9.94469,620.274193548387
20-12-06 17:00:00,71.7,43.8,100,100,100,100,0,0,317.327,10.01819048,658.774193548387
20-12-06 17:05:00,71.7,43.4,100,100,100,100,0,0,316.9634677,10.09255,665
20-12-06 17:10:00,71.6,43.3,100,100,100,100,0,0,316.8441905,10.16540476,657.193548387097
20-12-06 17:15:00,71.5,43.2,100,100,100,100,0,0,317.0537419,10.239,637.870967741935
20-12-06 17:20:00,71.4,43,100,100,100,100,0,0,317.0762258,10.31295,617.758064516129
20-12-06 17:25:00,71.6,42.9,100,100,100,100,0,0,316.8746774,10.3872,595.387096774194
20-12-06 17:30:00,71.7,42.2,100,100,100,100,0,0,317.3435968,10.46071774,580
20-12-06 17:35:00,71.9,41.6,100,100,100,99.92,0,0,317.5686452,10.53445,617.5
20-12-06 17:40:00,71.9,41.3,100,100,100,21.69,0,0,317.5005323,10.60879516,652.31746031746
20-12-06 17:45:00,71.6,41.8,100,100,100,0,0,0,316.6775161,10.68287097,655.619047619048
20-12-06 17:50:00,71.5,42.1,100,100,100,0,0,0,317.032,10.75675,642.31746031746
20-12-06 17:55:00,71.5,42,100,100,100,0,0,0,316.2722097,10.83043226,625.209677419355
20-12-06 18:00:00,71.4,41.6,100,100,100,0,0,0,316.3729355,10.9045,607.677419354839
20-12-06 18:05:00,71.4,40.8,100,100,100,0,0,0,316.4791935,10.97793871,591.790322580645
20-12-06 18:10:00,71.3,40.4,100,100,100,0,0,0,316.6775161,11.0509,604
20-12-06 18:15:00,71.3,40.2,100,100,100,0,0,0,316.5819683,11.12504603,663.387096774194
20-12-06 18:20:00,71.1,40.3,100,100,100,0,0,0,316.2664516,11.1992,696.709677419355
20-12-06 18:25:00,71,40.4,100,100,100,0,0,0,316.5491935,11.2731,688.645161290323
20-12-06 18:30:00,71,40.4,100,100,100,0,0,0,317.1102419,11.34690968,661.5
20-12-06 18:35:00,71.3,40.3,100,100,100,0,0,0,316.7553871,11.4212,637.047619047619
20-12-06 18:40:00,71.6,40,100,100,100,0,0,0,316.2168889,11.49462222,620.483870967742
20-12-06 18:45:00,71.6,39.6,100,100,100,0,0,0,316.2145238,11.56829365,601.241935483871
20-12-06 18:50:00,71.6,39.4,100,100,100,0,0,0,316.8566774,11.64065484,583.225806451613
20-12-06 18:55:00,71.6,39.4,100,100,100,0,0,0,316.3171452,11.71365,620.507936507937
20-12-06 19:00:00,71.4,39.5,100,100,100,0,0,0,316.3536774,11.78734516,716.41935483871
20-12-06 19:05:00,71.3,39.7,100,100,100,0,0,0,316.638,11.86083651,731
20-12-06 19:10:00,71.4,39.8,100,100,100,0,0,0,316.9337903,11.93394516,704.709677419355
20-12-06 19:15:00,71.7,39.7,100,100,100,0,0,0,317.0636129,12.00764839,675.645161290323
20-12-06 19:20:00,71.9,39.3,100,100,100,0,0,0,317.2610645,12.08205161,645.539682539683
20-12-06 19:25:00,71.9,39,100,100,100,0,0,0,316.848371,12.15595,624.015873015873
20-12-06 19:30:00,71.9,39,100,100,100,0,0,0,316.9544286,12.23012857,603.774193548387
20-12-06 19:35:00,71.7,39.3,100,100,100,0,0,0,316.5247742,12.30317097,582.492063492063
20-12-06 19:40:00,71.4,39.8,100,100,100,0,0,0,316.1658387,12.37605,590.370967741935
20-12-06 19:45:00,71.2,40.2,100,100,100,0,0,0,316.3029677,12.44967742,627.857142857143
20-12-06 19:50:00,71.4,40.6,100,100,100,0,0,0,316.8181111,12.52377778,617.032258064516
20-12-06 19:55:00,71.5,40.7,100,100,100,0,0,0,317.1381905,12.59703968,567.444444444444
20-12-06 20:00:00,71.8,40.2,100,100,100,0,0,0,317.5202258,12.66954194,545.096774193548
20-12-06 20:05:00,71.6,39.8,100,100,100,0,0,0,318.114,12.7432,653.825396825397
20-12-06 20:10:00,71.5,39.4,100,100,100,0,0,0,317.6763548,12.81733226,747.936507936508
20-12-06 20:15:00,71.1,39.4,100,100,100,0,0,0,317.2665645,12.89086129,771.603174603175
20-12-06 20:20:00,71.1,39.5,100,100,100,0,0,0,316.709129,12.9647,767.129032258065
20-12-06 20:25:00,71.2,39.4,100,100,100,0,0,0,316.1665397,13.03808254,737.096774193549
20-12-06 20:30:00,71.3,39.4,100,100,100,0,0,0,316.1910484,13.11141774,697.983870967742
20-12-06 20:35:00,71.4,39.3,100,100,100,0,0,0,315.8091935,13.1852,668.258064516129
20-12-06 20:40:00,71.3,39.2,100,100,100,0,0,0,316.1409839,13.25885,642.52380952381
20-12-06 20:45:00,71,39,100,100,100,0,0,0,315.820127,13.33276508,617.612903225806
20-12-06 20:50:00,70.7,38.2,100,100,100,0,0,0,315.8045161,13.40619355,598.677419354839
20-12-06 20:55:00,70.6,36.6,100,100,100,0,0,0,315.596129,13.47959677,581.58064516129
20-12-06 21:00:00,69.9,35.8,100,100,100,0,0,0,315.309,13.552,578.031746031746
20-12-06 21:05:00,69.9,35.3,100,100,100,0,0,0,315.8387903,13.62535,635.253968253968
20-12-06 21:10:00,70.1,34.4,100,100,100,0,0,0,315.8918065,13.6984,641.064516129032
20-12-06 21:15:00,71.2,34.3,100,100,100,0,0,0,315.9,13.77186935,583.225806451613
20-12-06 21:20:00,72.1,33.8,100,100,100,0,0,0,316.8031129,13.84428548,558.225806451613
