Date_Time,Climate Temperature (˚F),Climate Humidity (%Rh),Light Bench 1 Final State (%),Light Bench 2 Final State (%),Light Bench 3 Final State (%),Shade Roof Current Timed Position (%),PAD Vent Shutter Current Timed Position (%),Exhaust Fans VFD Current Timed Position (%),PPF (micromol/s),DLI (mol/m^2*d),CO2 Reading
20-11-20 08:00:00,63.7,36.1,0,0,0,0,0,0,334.552612903226,0.742087709677419,396.887096774194
20-11-20 08:05:00,64.3,35.7,0,0,0,0,0,0,340.086483870968,0.830257935483871,396
20-11-20 08:10:00,64.5,35.4,0,0,0,0,0,0,342.945836065574,0.919061590163934,395.596774193548
20-11-20 08:15:00,64.8,35.2,43,43,43,9,0,0,358.260459016393,1.0117706557377,395
20-11-20 08:20:00,65.3,34.6,100,100,100,97.94,0,0,370.699131147541,1.10591327868852,394
20-11-20 08:25:00,66.4,33.8,100,100,100,100,0,0,348.649016393443,1.20023590163934,395
20-11-20 08:30:00,66.5,33,100,100,100,100,0,0,342.304387096774,1.29009516129032,393
20-11-20 08:35:00,67.4,32.5,100,100,100,100,0,0,351.584596774194,1.38084435483871,391
20-11-20 08:40:00,67.4,32.1,100,100,100,100,0,0,354.292838709677,1.47297903225806,391
20-11-20 08:45:00,67.7,31.8,100,100,100,100,0,0,364.962096774194,1.56632161290323,391.451612903226
20-11-20 08:50:00,68.4,31.5,100,100,100,100,0,0,383.321064516129,1.66422838709677,390.590163934426
20-11-20 08:55:00,68.3,31.1,100,100,100,100,0,0,384.63414516129,1.76521258064516,391
20-11-20 09:00:00,68.7,31.2,100,100,100,100,0,0,413.715612903226,1.86955483870968,391.114754098361
20-11-20 09:05:00,69.1,31.1,100,100,100,100,0,0,404.182548387097,1.97682129032258,391
20-11-20 09:10:00,68.9,30.9,100,100,100,100,0,0,516.061612903226,2.08590322580645,390.177419354839
20-11-20 09:15:00,69.4,31,100,100,100,100,0,0,405.558370967742,2.19663580645161,392.677419354839
20-11-20 09:20:00,69.4,30.6,100,100,100,100,0,0,391.992258064516,2.29898709677419,394.540983606557
20-11-20 09:25:00,69.9,30.5,100,100,100,100,0,0,398.204580645161,2.40234693548387,395.387096774194
20-11-20 09:30:00,70.1,30,100,100,100,100,0,0,392.523161290323,2.50628032258065,395.754098360656
20-11-20 09:35:00,70.3,29.9,100,100,100,100,0,0,388.759967741935,2.61130177419355,392
20-11-20 09:40:00,70.3,29.8,100,100,100,100,0,0,391.634580645161,2.71197483870968,391.967213114754
20-11-20 09:45:00,70.6,29.9,100,100,100,100,0,0,407.848612903226,2.81580338709677,393
20-11-20 09:50:00,70.8,29.5,100,100,100,100,0,0,424.76537704918,2.92556180327869,390
20-11-20 09:55:00,71,29.5,100,100,100,100,0,0,433.815612903226,3.0359935483871,390
20-11-20 10:00:00,71.5,29,100,100,100,100,0,0,441.109032258065,3.15009758064516,390.387096774194
20-11-20 10:05:00,71.7,29.1,100,100,100,100,0,0,429.555096774194,3.26355516129032,390
20-11-20 10:10:00,72,28.5,100,100,100,100,0,0,447.316016129032,3.37663016129032,390.096774193548
20-11-20 10:15:00,73.1,28.2,100,100,100,100,69.17,76,451.756483870968,3.49579451612903,392
20-11-20 10:20:00,72.7,28.9,100,100,100,100,100,100,434.657758064516,3.61332080645161,391.193548387097
20-11-20 10:25:00,72.8,27.8,100,100,100,100,100,100,433.557161290323,3.72925032258065,389.661290322581
20-11-20 10:30:00,73,27.7,100,100,100,100,100,100,594.572,3.856655,391
20-11-20 10:35:00,71.4,28.7,100,100,100,100,100,100,635.307483870968,4.03000516129032,391.370967741935
20-11-20 10:40:00,71.4,30.6,100,100,100,100,100,100,839.796451612903,4.24082016129032,392.774193548387
20-11-20 10:45:00,71,30.5,100,100,100,100,100,42,570.28635483871,4.4223535483871,392.91935483871
20-11-20 10:50:00,71.4,29.6,100,100,100,100,48.83,0,349.779180327869,4.57269049180328,390
20-11-20 10:55:00,72.3,28.8,100,100,100,100,23.83,30.67,505.189360655738,4.69083770491803,390
20-11-20 11:00:00,73.3,28.4,100,100,100,100,100,100,684.431064516129,4.83900516129032,389.387096774194
20-11-20 11:05:00,72.1,28.3,100,100,100,100,100,100,627.919161290323,5.01660935483871,389.467741935484
20-11-20 11:10:00,72,28.4,100,100,100,100,100,100,671.359306451613,5.16376596774194,392
20-11-20 11:15:00,72.3,28.4,100,100,100,100,100,100,665.091161290323,5.34055741935484,390
20-11-20 11:20:00,73.4,27.4,100,100,100,100,100,100,407.72,5.42734,398.967741935484
20-11-20 11:25:00,72.2,26.6,100,100,100,100,100,100,689.095548387097,5.59741451612903,391.129032258065
20-11-20 11:30:00,72.5,27.5,100,100,100,100,100,100,685.692467741935,5.77710677419355,391
20-11-20 11:35:00,72.3,27.1,100,100,100,100,100,100,691.590935483871,5.9568,389.435483870968
20-11-20 11:40:00,73.2,26.6,100,100,100,100,100,100,692.671435483871,6.13175403225806,390.58064516129
20-11-20 11:45:00,73.4,26,100,100,100,100,100,100,686.094064516129,6.31162064516129,390.725806451613
20-11-20 11:50:00,72,26,93,93,93,100,100,100,704.877580645161,6.48265370967742,389
20-11-20 11:55:00,70.3,26.5,0,0,0,100,100,100,304.21835483871,6.60173387096774,388.016129032258
20-11-20 12:00:00,70.1,27.1,0,0,0,100,100,39,215.615580645161,6.65853112903226,389
20-11-20 12:05:00,71.4,26.6,0,0,0,100,100,56,241.495258064516,6.72535516129032,389
20-11-20 12:10:00,72.2,26,0,0,0,100,100,99.53,266.555209677419,6.78886290322581,391
20-11-20 12:15:00,72.4,25.7,0,0,0,100,100,78.47,177.918032258064,6.84250580645161,391
20-11-20 12:20:00,73.2,25.1,0,0,0,100,100,100,166.054516129032,6.88816709677419,390.754098360656
20-11-20 12:25:00,73.2,24.8,0,0,0,100,100,100,146.816661290323,6.92860064516129,388.096774193548
20-11-20 12:30:00,73.5,24.5,0,0,0,100,100,100,152.155483870968,6.96705516129032,388.096774193548
20-11-20 12:35:00,73.2,24.7,0,0,0,100,100,100,232.809612903226,7.01261806451613,389.803278688525
20-11-20 12:40:00,73.2,24.6,0,0,0,100,100,100,215.181370967742,7.06286903225806,389
20-11-20 12:45:00,73.3,24.5,0,0,0,100,100,100,371.543677419355,7.13737064516129,388
20-11-20 12:50:00,72.4,24.9,0,0,0,100,100,100,663.189935483871,7.27391306451613,389
20-11-20 12:55:00,71.7,25.1,0,0,0,100,100,100,616.681677419355,7.43203741935484,390
20-11-20 13:00:00,70.9,25.6,0,0,0,100,100,100,660.497806451613,7.60240629032258,388.064516129032
20-11-20 13:05:00,71.2,25.6,0,0,0,100,100,100,642.362483870968,7.77148241935484,388
20-11-20 13:10:00,69.9,26.2,0,0,0,100,100,100,637.463096774194,7.9392364516129,388
20-11-20 13:15:00,70.3,27.2,0,0,0,100,100,35.67,623.114580645161,8.1024835483871,388
20-11-20 13:20:00,71.6,27.3,0,0,0,100,100,77,627.376677419355,8.26487612903226,387.555555555556
20-11-20 13:25:00,71.9,27.5,0,0,0,100,100,42.67,618.521419354839,8.42399774193548,387.285714285714
20-11-20 13:30:00,71.5,27.1,0,0,0,100,100,26.67,368.260709677419,8.58673516129032,390
20-11-20 13:35:00,72.4,27.1,0,0,0,100,99.17,64,232.942225806452,8.65253548387097,391
20-11-20 13:40:00,71.8,27.2,0,0,0,100,100,41.33,210.415209677419,8.71478032258064,390
20-11-20 13:45:00,72.5,27.2,0,0,0,100,100,64,573.675129032258,8.81466064516129,388.338709677419
20-11-20 13:50:00,72.6,26.8,0,0,0,100,100,100,494.292,8.960635,390.483870967742
20-11-20 13:55:00,72.6,26.4,0,0,0,100,100,100,324.023032258065,9.03366193548387,391.370967741935
20-11-20 14:00:00,72.3,25.8,0,0,0,100,100,100,561.841580645161,9.1689164516129,392.322580645161
20-11-20 14:05:00,73.4,25.6,0,0,0,100,100,100,573.40364516129,9.31531129032258,388
20-11-20 14:10:00,74.1,25.1,0,0,0,100,100,100,577.741274193548,9.46566661290323,386.064516129032
20-11-20 14:15:00,72.8,24.9,0,0,0,100,100,100,601.597387096774,9.61939387096774,386.790322580645
20-11-20 14:20:00,72.5,25.3,0,0,0,100,100,100,339.006596774194,9.74512870967742,386.645161290323
20-11-20 14:25:00,72.2,25.7,0,0,0,100,100,100,275.286935483871,9.82621,386
20-11-20 14:30:00,72.2,25.5,0,0,0,100,100,100,328.243709677419,9.90385306451613,388
20-11-20 14:35:00,72.2,25.2,0,0,0,100,100,100,240.49664516129,9.97144548387097,389
20-11-20 14:40:00,72,25.5,0,0,0,100,100,100,170.278606557377,10.0259950819672,390
20-11-20 14:45:00,73.7,25.3,0,0,0,100,100,100,139.682278688525,10.065162295082,390
20-11-20 14:50:00,74.3,24.7,0,0,0,100,100,100,141.228016393443,10.1020049180328,391
20-11-20 14:55:00,74.8,24.3,0,0,0,100,100,100,138.395442622951,10.1381885245902,390.370967741935
20-11-20 15:00:00,75.1,24.1,0,0,0,100,100,100,140.624548387097,10.1750548387097,390
20-11-20 15:05:00,74.8,24,0,0,0,100,100,100,131.636129032258,10.2104903225806,389
20-11-20 15:10:00,74,24.3,0,0,0,100,100,100,117.291241935484,10.2427822580645,393.806451612903
20-11-20 15:15:00,74.6,24.3,0,0,0,100,100,100,102.467838709677,10.2711774193548,392.048387096774
20-11-20 15:20:00,75.6,24,0,0,0,100,100,100,90.857614516129,10.2975467741935,392
20-11-20 15:25:00,74,24.3,0,0,0,100,100,100,100.830380327869,10.3216098360656,390.245901639344
20-11-20 15:30:00,72.9,25,0,0,0,100,100,100,175.932754098361,10.3565655737705,389.387096774194
20-11-20 15:35:00,72.1,25.5,0,0,0,100,100,100,80.4826918032787,10.3934360655738,388.540983606557
20-11-20 15:40:00,71.5,25.9,0,0,0,100,100,100,157.737516129032,10.425835483871,388
20-11-20 15:45:00,70.9,26.5,0,0,0,100,100,100,138.935934426229,10.464406557377,387
20-11-20 15:50:00,70.3,27.1,0,0,0,100,100,100,116.653,10.4989,388
20-11-20 15:55:00,70.2,27.2,0,0,0,100,100,100,71.7844161290323,10.5239048387097,388
20-11-20 16:00:00,70.5,27.6,0,0,0,100,100,100,57.3379838709677,10.5403,389.725806451613
20-11-20 16:05:00,70.9,27.7,0,0,0,100,100,100,51.4704737704918,10.5545606557377,390.41935483871
20-11-20 16:10:00,70.6,27.5,0,0,0,100,100,100,43.5897774193548,10.5667677419355,390.58064516129
20-11-20 16:15:00,70.2,27.7,0,0,0,100,100,93.33,38.9226950819672,10.5774163934426,390
20-11-20 16:20:00,70.9,27.9,0,0,0,100,100,47.67,33.6503,10.5869672131148,389.114754098361
20-11-20 16:25:00,71.5,27.9,0,0,0,100,100,22,29.0416295081967,10.5951475409836,390
20-11-20 16:30:00,72,27.7,0,0,0,100,99.17,22.67,25.0223344262295,10.6021475409836,388.838709677419
20-11-20 16:35:00,72,27.4,0,0,0,100,100,68,21.4272950819672,10.6081393442623,390
20-11-20 16:40:00,71.8,27.5,0,0,0,100,100,23.27,18.6270885245902,10.6133245901639,390
20-11-20 16:45:00,72.1,27.6,0,0,0,100,100,62.07,309.030532258065,10.6586322580645,389.596774193548
20-11-20 16:50:00,72.2,27.7,0,0,0,100,100,54.67,308.738516129032,10.7393709677419,389.754098360656
20-11-20 16:55:00,71.6,28.1,0,0,0,100,97.5,0,306.356129032258,10.8194306451613,390
20-11-20 17:00:00,72,28.3,0,0,0,100,79.17,49.33,305.528935483871,10.899735483871,390.951612903226
20-11-20 17:05:00,71.6,28.7,0,0,0,100,80.17,0,304.064806451613,10.9791403225806,390
20-11-20 17:10:00,72.2,29.6,0,0,0,100,3.83,10.67,304.711258064516,11.0582806451613,390
20-11-20 17:15:00,71.3,29.4,0,0,0,100,100,29.33,303.60331147541,11.1376344262295,389.524590163934
20-11-20 17:20:00,71.3,29.8,0,0,0,100,36.17,0,303.555661290323,11.2167838709677,391.612903225806
20-11-20 17:25:00,71.6,30.7,0,0,0,100,0,0,303.339,11.2963032258065,390.483870967742
20-11-20 17:30:00,71.5,30.4,0,0,0,100,0,0,303.426548387097,11.3750580645161,393
20-11-20 17:35:00,71.2,30.5,0,0,0,100,0,0,303.093532258065,11.4546774193548,390.064516129032
20-11-20 17:40:00,70.7,30.9,0,0,0,100,0,0,303.510451612903,11.5335967741935,389.790322580645
20-11-20 17:45:00,70.3,31.1,93,93,93,46.4,0,0,302.789612903226,11.6125532258065,390.354838709677
20-11-20 17:50:00,71.1,31,100,100,100,0,0,0,303.235258064516,11.691435483871,391
20-11-20 17:55:00,72.1,30.5,100,100,100,0,26.5,33.33,302.959951612903,11.7702548387097,391
20-11-20 18:00:00,71.5,29.7,100,100,100,0,100,25.33,303.366950819672,11.8496081967213,391
20-11-20 18:05:00,72.2,29.6,100,100,100,0,52,26.67,302.542322580645,11.9287516129032,394.08064516129
20-11-20 18:10:00,71.7,29.2,100,100,100,0,100,42.67,302.543491803279,12.0073639344262,393.129032258065
20-11-20 18:15:00,71.9,29.6,100,100,100,0,52,9.33,302.658580645161,12.0861967741935,393
20-11-20 18:20:00,71.9,29.2,100,100,100,0,100,52,302.437048387097,12.1649532258064,394.645161290323
20-11-20 18:25:00,72,29.3,100,100,100,0,79.17,25.33,302.531548387097,12.2439967741935,395
20-11-20 18:30:00,71.7,29.1,100,100,100,0,100,33.33,302.805,12.3230548387097,399
20-11-20 18:35:00,72.3,29.3,100,100,100,0,70,30.67,303.125225806452,12.4018741935484,394.213114754098
20-11-20 18:40:00,71.7,28.9,100,100,100,0,100,34.67,303.078540983607,12.480806557377,397
20-11-20 18:45:00,72.2,29,100,100,100,0,79.17,37.33,303.45264516129,12.5597709677419,397.065573770492
20-11-20 18:50:00,71.7,28.9,100,100,100,0,100,21.33,303.389032258065,12.6392322580645,398.213114754098
20-11-20 18:55:00,72.2,29,100,100,100,0,83.33,57.33,303.420516129032,12.7181516129032,398.645161290323
20-11-20 19:00:00,71.5,29.1,100,100,100,0,99.37,0.6,303.629322580645,12.797335483871,397
20-11-20 19:05:00,71.7,29.1,100,100,100,0,93.96,75.4,303.56135483871,12.8763548387097,396.645161290323
20-11-20 19:10:00,71.1,29.4,100,100,100,0,100,33.33,303.523677419355,12.9553741935484,397.629032258065
20-11-20 19:15:00,70.5,29.5,100,100,100,0,100,36,304.145435483871,13.035064516129,400.065573770492
20-11-20 19:20:00,70.3,29.6,100,100,100,0,100,78,303.986548387097,13.1141129032258,403.934426229508
20-11-20 19:25:00,69.7,30,100,100,100,0,100,78,304.117161290323,13.1934967741935,407.790322580645
20-11-20 19:30:00,69.3,30.2,100,100,100,0,100,78,304.089819672131,13.2725163934426,403.354838709677
20-11-20 19:35:00,69,30.5,100,100,100,0,100,78,303.968774193548,13.351735483871,403.5
20-11-20 19:40:00,68.3,30.8,100,100,100,0,100,78,304.580822580645,13.4308548387097,402.639344262295
20-11-20 19:45:00,68.1,31.2,100,100,100,0,100,100,304.099655737705,13.5100262295082,401.213114754098
20-11-20 19:50:00,67.3,31.7,100,100,100,0,100,100,304.027483870968,13.5899580645161,405
20-11-20 19:55:00,66.9,32.1,100,100,100,0,100,100,304.97862295082,13.6691475409836,402.064516129032
20-11-20 20:00:00,66.8,32.3,100,100,100,0,100,100,304.184161290323,13.7483967741935,403.790322580645
20-11-20 20:05:00,66.5,32.4,100,100,100,0,100,100,304.29685483871,13.8275161290323,405.935483870968
20-11-20 20:10:00,66,32.8,100,100,100,0,100,100,304.441737704918,13.9068655737705,407.491803278689
20-11-20 20:15:00,65.6,33.3,100,100,100,0,100,100,304.542967741935,13.9862548387097,404
20-11-20 20:20:00,65.2,33.9,100,100,100,0,100,100,304.489870967742,14.0654596774194,407.225806451613
20-11-20 20:25:00,64.8,34.3,100,100,100,0,100,100,305.001677419355,14.1453193548387,409
20-11-20 20:30:00,64.6,34.7,100,100,100,0,100,100,304.933677419355,14.2246693548387,407.049180327869
20-11-20 20:35:00,64.4,34.7,100,100,100,0,100,100,305.063806451613,14.3039741935484,406
20-11-20 20:40:00,64.4,34.8,100,100,100,0,100,100,305.030163934426,14.3834491803279,410.661290322581
20-11-20 20:45:00,64.1,34.9,100,100,100,0,100,100,305.1725,14.46295,411
20-11-20 20:50:00,63.9,35.2,100,100,100,0,100,100,305.139,14.5422548387097,411.629032258065
20-11-20 20:55:00,63.7,35.4,100,100,100,0,100,100,305.111112903226,14.6220338709677,408
20-11-20 21:00:00,63.5,35.6,100,100,100,0,100,100,304.921491803279,14.7015754098361,408.081967213115
20-11-20 21:05:00,63.4,35.8,100,100,100,0,100,100,305.125885245902,14.7811180327869,412
20-11-20 21:10:00,63.5,35.6,100,100,100,0,100,100,304.833887096774,14.8605403225806,411
20-11-20 21:15:00,63.3,35.8,100,100,100,0,100,100,304.982225806452,14.9398451612903,408
20-11-20 21:20:00,63.1,36,100,100,100,0,100,100,305.006,15.0192852459016,406.467741935484
20-11-20 21:25:00,62.9,36.3,100,100,100,0,100,100,305.048836065574,15.0986147540984,411
20-11-20 21:30:00,62.7,36.6,100,100,100,0,100,100,305.139,15.1785903225806,413.483870967742
20-11-20 21:35:00,62.7,36.6,100,100,100,0,100,100,305.083725806452,15.2581306451613,412.903225806452
20-11-20 21:40:00,62.5,36.7,100,100,100,0,100,100,305.384516129032,15.337535483871,415.951612903226
20-11-20 21:45:00,62.5,36.6,100,100,100,0,100,100,305.111112903226,15.4169612903226,425
20-11-20 21:50:00,62.4,36.8,100,100,100,0,100,100,305.111258064516,15.4963451612903,424.661290322581
20-11-20 21:55:00,62.4,36.9,100,100,100,0,100,100,305.006,15.57605,419.967741935484
20-11-20 22:00:00,62.2,37.1,100,100,100,0,100,100,304.547935483871,15.6556193548387,414.258064516129
20-11-20 22:05:00,62.2,37.2,100,100,100,0,100,100,304.806,15.7348596774194,407.774193548387
20-11-20 22:10:00,61.9,37.4,100,100,100,0,100,100,304.956225806452,15.8142580645161,403
20-11-20 22:15:00,61.8,37.6,100,100,100,0,100,100,305.000596774194,15.8941774193548,407.806451612903
20-11-20 22:20:00,61.7,37.7,100,100,100,0,100,100,305.190870967742,15.9735741935484,412.790322580645
20-11-20 22:25:00,61.3,37.9,100,100,100,0,100,100,305.473,16.0529790322581,409
20-11-20 22:30:00,60.9,38.4,100,100,100,0,100,100,304.709225806452,16.132435483871,407.5
20-11-20 22:35:00,60,39.1,100,100,100,0,100,100,304.737147540984,16.2119803278689,406.354838709677
20-11-20 22:40:00,59.2,39.8,100,100,100,0,100,100,305.047064516129,16.2916935483871,411.209677419355
20-11-20 22:45:00,59.3,40.6,100,100,100,0,100,100,305.006,16.3709983870968,420.064516129032
20-11-20 22:50:00,60.3,40.4,100,100,100,0,100,100,304.992918032787,16.4502868852459,420.91935483871
20-11-20 22:55:00,60.9,39.8,100,100,100,0,100,100,305.006,16.5296322580645,416.225806451613
20-11-20 23:00:00,61.5,39.1,100,100,100,0,100,100,305.006,16.6092451612903,410.741935483871
20-11-20 23:05:00,61.4,38.6,100,100,100,0,100,100,304.970338709677,16.6889177419355,406.516129032258
20-11-20 23:10:00,61.3,38.4,100,100,100,0,100,100,304.472,16.7682225806452,404.661290322581
20-11-20 23:15:00,61.1,38.5,100,100,100,0,100,100,304.750887096774,16.8475096774194,405.193548387097
20-11-20 23:20:00,61.1,38.6,100,100,100,0,100,100,305.121806451613,16.9268322580645,411.241935483871
20-11-20 23:25:00,61.1,38.7,100,100,100,0,100,100,304.806,17.0062048387097,414.081967213115
20-11-20 23:30:00,60.9,38.9,100,100,100,0,100,100,304.971950819672,17.0861672131148,408.451612903226
20-11-20 23:35:00,60.8,39.1,100,100,100,0,100,100,304.868290322581,17.1655129032258,405
20-11-20 23:40:00,61,39.3,100,100,100,0,100,100,305.045451612903,17.2449177419355,406.483870967742
20-11-20 23:45:00,61.1,39.4,100,100,100,0,100,100,304.760612903226,17.3242225806452,415
20-11-20 23:50:00,61.2,39.4,100,100,100,0,100,100,304.962774193548,17.4035274193548,415.806451612903
20-11-20 23:55:00,61.3,39.5,100,100,100,0,100,100,304.806,17.4835129032258,411
20-11-21 00:00:00,61.3,39.7,100,100,100,0,100,100,304.634403225806,17.5628370967742,407.096774193548
20-11-21 00:05:00,61.4,39.7,100,100,100,0,100,100,304.857612903226,17.6420677419355,412.274193548387
20-11-21 00:10:00,61.1,39.8,100,100,100,0,100,100,304.846661290323,17.7214467741935,422
20-11-21 00:15:00,60.7,40.2,100,100,100,0,100,100,304.799516129032,17.8007516129032,413.524590163934
20-11-21 00:20:00,60.7,40.5,100,100,100,0,100,100,304.467290322581,17.8804419354839,413.655737704918
20-11-21 00:25:00,61.4,40.6,100,100,100,0,100,100,305.018245901639,17.9599049180328,416.58064516129
20-11-21 00:30:00,61.3,40.3,100,100,100,0,100,100,304.932548387097,18.0395290322581,422.048387096774
20-11-21 00:35:00,61,40.6,100,100,100,0,100,100,304.821262295082,18.1187180327869,428.806451612903
20-11-21 00:40:00,60.9,40.8,100,100,100,0,100,100,304.740903225807,18.1980419354839,430.241935483871
20-11-21 00:45:00,60.7,41.1,100,100,100,0,100,100,304.845983870968,18.2775887096774,427.774193548387
20-11-21 00:50:00,60.6,41.3,100,100,100,0,100,100,304.859580645161,18.3569806451613,422.532258064516
20-11-21 00:55:00,61.3,41.2,100,100,100,0,100,100,304.758129032258,18.4365967741935,418.661290322581
20-11-21 01:00:00,60.8,41.1,100,100,100,0,100,100,304.641483870968,18.5161096774194,418
20-11-21 01:05:00,60.5,41.2,100,100,100,0,100,100,304.860064516129,18.5953322580645,420
20-11-21 01:10:00,61.1,41.2,100,100,100,0,100,100,305.101403225806,18.6746370967742,424.903225806452
20-11-21 01:15:00,61.3,40.9,100,100,100,0,100,100,304.806,18.7539419354839,436.852459016393
20-11-21 01:20:00,61.2,40.8,100,100,100,0,100,100,304.591327868852,18.8334081967213,431.629032258065
20-11-21 01:25:00,61.1,40.8,100,100,100,0,100,100,304.636295081967,18.9125737704918,429.483870967742
20-11-21 01:30:00,60.9,40.9,100,100,100,0,100,100,304.406,18.9919903225806,431.983870967742
20-11-21 01:35:00,60.9,41,100,100,100,0,100,100,304.260290322581,19.0711274193548,425.803278688525
20-11-21 01:40:00,60.9,41,100,100,100,0,100,100,304.418870967742,19.1505983870968,419.870967741935
20-11-21 01:45:00,60.9,41,100,100,100,0,100,100,304.799516129032,19.2305032258065,423.677419354839
20-11-21 01:50:00,60.8,41.2,100,100,100,0,100,100,304.403596774194,19.3097322580645,423.548387096774
20-11-21 01:55:00,60.8,41.3,100,100,100,0,100,100,304.523870967742,19.3889516129032,428
20-11-21 02:00:00,60.8,41.5,100,100,100,0,100,100,304.43737704918,19.4682967213115,427.508196721311
20-11-21 02:05:00,60.9,41.6,100,100,100,0,100,100,304.539,19.5477258064516,421.677419354839
20-11-21 02:10:00,61,41.6,100,100,100,0,100,100,304.46135483871,19.6268612903226,415.819672131148
20-11-21 02:15:00,61.3,41.7,100,100,100,0,100,100,304.537901639344,19.7060704918033,415.032786885246
20-11-21 02:20:00,62.1,41.2,100,100,100,0,100,100,304.672,19.7856065573771,421.901639344262
20-11-21 02:25:00,61.7,41,100,100,100,0,100,100,304.356573770492,19.8649295081967,424.758064516129
20-11-21 02:30:00,61.7,41.2,100,100,100,0,100,100,304.636344262295,19.944537704918,428
20-11-21 02:35:00,61.6,41.4,100,100,100,0,100,100,304.264868852459,20.0237032786885,430
20-11-21 02:40:00,61.5,41.5,100,100,100,0,100,100,304.499754098361,20.102868852459,428.322580645161
20-11-21 02:45:00,61.4,41.7,100,100,100,0,100,100,15.1598819672131,20.1386327868852,425.822580645161
20-11-21 02:50:00,61.2,42,100,100,100,0,100,100,15.3403,20.1427,425
20-11-21 02:55:00,61.2,42.2,100,100,100,0,100,100,15.2832822580645,20.1466693548387,418.870967741935
20-11-21 03:00:00,61.3,42.4,100,100,100,0,100,100,15.254235483871,20.1505677419355,442.91935483871
20-11-21 03:05:00,61.4,42.4,100,100,100,0,100,100,15.2069,20.1545935483871,489.295081967213
20-11-21 03:10:00,61.4,42.5,100,100,100,0,100,100,0.0666971,20.1551,498.58064516129
20-11-21 03:15:00,61.4,42.5,100,100,100,0,100,100,0,20.1551,486.903225806452
20-11-21 03:20:00,61.5,42.5,100,100,100,0,100,100,0,20.1551,474.737704918033
20-11-21 03:25:00,61.5,42.5,100,100,100,0,100,100,0,20.1552,466
20-11-21 03:30:00,61.5,42.6,100,100,100,0,100,100,0,20.1552,457.161290322581
20-11-21 03:35:00,61.4,42.6,100,100,100,0,100,100,0,20.1552,448.590163934426
20-11-21 03:40:00,60.7,42.9,100,100,100,0,100,100,0.0355000693548387,20.1552,441.451612903226
20-11-21 03:45:00,60.4,43.4,37,37,37,0,100,100,0.0408788677419355,20.1552,443
20-11-21 03:50:00,59.6,44,0,0,0,0,100,100,0.0502961737704918,20.1552,448
20-11-21 03:55:00,58.9,45,0,0,0,0,100,98.2,0.118333387096774,20.1552,450
20-11-21 04:00:00,59.4,46.9,0,0,0,0,100,64.47,0,20.1552,451
20-11-21 04:05:00,60.1,47.5,0,0,0,0,99.26,0,0,20.1552,451.161290322581
20-11-21 04:10:00,60.2,47.9,0,0,0,0,2.24,0,0,20.1552,453.693548387097
20-11-21 04:15:00,60.4,48.2,0,0,0,0,0,0,0.0344243096774193,20.1552,466.704918032787
20-11-21 04:20:00,60.3,48.3,0,0,0,0,0,0,0.0247424725806452,20.1552,480.393442622951
20-11-21 04:25:00,60.1,48.6,0,0,0,0,0,0,0.0161363951612903,20.1553,486.258064516129
20-11-21 04:30:00,59.9,49,0,0,0,0,0,0,0,20.1553,492.112903225806
20-11-21 04:35:00,59.8,49.2,0,0,0,0,0,0,0.00322727903225806,20.1553,496.967741935484
20-11-21 04:40:00,59.5,49.7,0,0,0,0,0,0,0.0129091161290323,20.1553,499
20-11-21 04:45:00,59.3,50.1,0,0,0,0,0,0,0.0225909532258065,20.1553,497.311475409836
20-11-21 04:50:00,59,50.4,0,0,0,0,0,0,0.0666971,20.1553,493.459016393443
20-11-21 04:55:00,58.8,50.9,0,0,0,0,0,0,0,20.1553,488.193548387097
20-11-21 05:00:00,58.6,51.3,0,0,0,0,0,0,0.0161363951612903,20.1553,487.516129032258
20-11-21 05:05:00,58.3,51.7,0,0,0,0,0,0,0.00645455806451613,20.1553,496.507936507937
20-11-21 05:10:00,58.1,52.2,0,0,0,0,0,0,0,20.1553,506.967741935484
20-11-21 05:15:00,57.9,52.6,0,0,0,0,0,0,0.0120273459016393,20.1553,523.672131147541
20-11-21 05:20:00,57.8,52.9,0,0,0,0,0,0,0,20.1553,541.08064516129
20-11-21 05:25:00,57.6,53.1,0,0,0,0,0,0,0.101685637704918,20.1554,562.193548387097
20-11-21 05:30:00,57.5,53.3,0,0,0,0,0,0,0.0666971,20.1554,577.016129032258
20-11-21 05:35:00,57.4,53.5,0,0,0,0,0,0,0,20.1554,592.516129032258
20-11-21 05:40:00,57.4,53.6,0,0,0,0,0,0,0,20.1554,602.114754098361
20-11-21 05:45:00,57.3,53.7,0,0,0,0,0,0,0.00322727903225806,20.1554,608.983606557377
20-11-21 05:50:00,57.2,53.8,0,0,0,0,0,0,0,20.1554,617.672131147541
20-11-21 05:55:00,57.2,53.8,0,0,0,0,0,0,0.0882122290322581,20.1554,622
20-11-21 06:00:00,57.1,53.9,0,0,0,0,0,0,0.133394,20.1554,627
20-11-21 06:05:00,57.1,53.9,0,0,0,0,0,0,0.0404556180327869,20.1555,626.41935483871
20-11-21 06:10:00,57.2,53.8,0,0,0,0,0,0,0,20.1555,632
20-11-21 06:15:00,57.5,53.4,0,0,0,0,0,0,0.118086491803279,20.1555,632.262295081967
20-11-21 06:20:00,57.8,53.1,0,0,0,0,0,0,0.195787970967742,20.1555,637
20-11-21 06:25:00,58.2,52.7,0,0,0,0,0,0,0,20.1555836065574,649.709677419355
